"","entrezId","geneSymbol","chromosome"
"15603",4645,"MYO5B","chr18"
"15604",4646,"MYO6","chr6"
"15605",4647,"MYO7A","chr11"
"15606",4648,"MYO7B","chr2"
"15607",4649,"MYO9A","chr15"
"15608",4650,"MYO9B","chr19"
"15609",4651,"MYO10","chr5"
"15610",4653,"MYOC","chr1"
"15611",4654,"MYOD1","chr11"
"15612",4656,"MYOG","chr1"
"15613",4659,"PPP1R12A","chr12"
"15614",466,"ATF1","chr12"
"15615",4660,"PPP1R12B","chr1"
"15616",4661,"MYT1","chr20"
"15617",4664,"NAB1","chr2"
"15618",4665,"NAB2","chr12"
"15619",4666,"NACA","chr12"
"15620",4668,"NAGA","chr22"
"15621",4669,"NAGLU","chr17"
"15622",467,"ATF3","chr1"
"15623",4670,"HNRNPM","chr19"
"15624",4671,"NAIP","chr5"
"15625",4673,"NAP1L1","chr12"
"15626",4674,"NAP1L2","chrX"
"15627",4675,"NAP1L3","chrX"
"15628",4676,"NAP1L4","chr11"
"15629",4677,"NARS","chr18"
"15630",4678,"NASP","chr1"
"15631",468,"ATF4","chr22"
"15632",4680,"CEACAM6","chr19"
"15633",4681,"NBL1","chr1"
"15634",4682,"NUBP1","chr16"
"15635",4683,"NBN","chr8"
"15636",4684,"NCAM1","chr11"
"15637",4685,"NCAM2","chr21"
"15638",4686,"NCBP1","chr9"
"15639",4688,"NCF2","chr1"
"15640",4689,"NCF4","chr22"
"15641",4690,"NCK1","chr3"
"15642",4691,"NCL","chr2"
"15643",4692,"NDN","chr15"
"15644",4693,"NDP","chrX"
"15645",4694,"NDUFA1","chrX"
"15646",4695,"NDUFA2","chr5"
"15647",4696,"NDUFA3","chr19"
"15648",4697,"NDUFA4","chr7"
"15649",4698,"NDUFA5","chr7"
"15650",47,"ACLY","chr17"
"15651",4700,"NDUFA6","chr22"
"15652",4701,"NDUFA7","chr19"
"15653",4702,"NDUFA8","chr9"
"15654",4703,"NEB","chr2"
"15655",4704,"NDUFA9","chr12"
"15656",4705,"NDUFA10","chr2"
"15657",4706,"NDUFAB1","chr16"
"15658",4707,"NDUFB1","chr14"
"15659",4708,"NDUFB2","chr7"
"15660",4709,"NDUFB3","chr2"
"15661",471,"ATIC","chr2"
"15662",4710,"NDUFB4","chr3"
"15663",4711,"NDUFB5","chr3"
"15664",4712,"NDUFB6","chr9"
"15665",4713,"NDUFB7","chr19"
"15666",4714,"NDUFB8","chr10"
"15667",4715,"NDUFB9","chr8"
"15668",4716,"NDUFB10","chr16"
"15669",4717,"NDUFC1","chr4"
"15670",4718,"NDUFC2","chr11"
"15671",4719,"NDUFS1","chr2"
"15672",472,"ATM","chr11"
"15673",4720,"NDUFS2","chr1"
"15674",4722,"NDUFS3","chr11"
"15675",4723,"NDUFV1","chr11"
"15676",4724,"NDUFS4","chr5"
"15677",4725,"NDUFS5","chr1"
"15678",4726,"NDUFS6","chr5"
"15679",4728,"NDUFS8","chr11"
"15680",4729,"NDUFV2","chr18"
"15681",473,"RERE","chr1"
"15682",4731,"NDUFV3","chr21"
"15683",4733,"DRG1","chr22"
"15684",4734,"NEDD4","chr15"
"15685",4735,"SEPT2","chr2"
"15686",4736,"RPL10A","chr6"
"15687",4738,"NEDD8","chr14"
"15688",4739,"NEDD9","chr6"
"15689",474,"ATOH1","chr4"
"15690",4741,"NEFM","chr8"
"15691",474148,"TTTY3B","chrY"
"15692",474149,"TTTY4B","chrY"
"15693",474150,"TTTY4C","chrY"
"15694",474151,"TTTY17B","chrY"
"15695",474152,"TTTY17C","chrY"
"15696",474170,"LRRC37A2","chr17"
"15697",474171,"STGC3","chr3"
"15698",474338,"SUMO1P3","chr1"
"15699",474343,"SPIN2B","chrX"
"15700",474344,"GIMAP6","chr7"
"15701",474354,"LRRC18","chr10"
"15702",474381,"H2AFB2","chrX"
"15703",474382,"H2AFB1","chrX"
"15704",474383,"F8A2","chrX"
"15705",474384,"F8A3","chrX"
"15706",4744,"NEFH","chr22"
"15707",4745,"NELL1","chr11"
"15708",4747,"NEFL","chr8"
"15709",475,"ATOX1","chr5"
"15710",4750,"NEK1","chr4"
"15711",4751,"NEK2","chr1"
"15712",4752,"NEK3","chr13"
"15713",4753,"NELL2","chr12"
"15714",4756,"NEO1","chr15"
"15715",4758,"NEU1","chr6"
"15716",4759,"NEU2","chr2"
"15717",476,"ATP1A1","chr1"
"15718",4760,"NEUROD1","chr2"
"15719",4761,"NEUROD2","chr17"
"15720",4762,"NEUROG1","chr5"
"15721",4763,"NF1","chr17"
"15722",477,"ATP1A2","chr1"
"15723",4771,"NF2","chr22"
"15724",4772,"NFATC1","chr18"
"15725",4773,"NFATC2","chr20"
"15726",4774,"NFIA","chr1"
"15727",4775,"NFATC3","chr16"
"15728",4776,"NFATC4","chr14"
"15729",4778,"NFE2","chr12"
"15730",4779,"NFE2L1","chr17"
"15731",478,"ATP1A3","chr19"
"15732",4780,"NFE2L2","chr2"
"15733",4781,"NFIB","chr9"
"15734",4782,"NFIC","chr19"
"15735",4783,"NFIL3","chr9"
"15736",4784,"NFIX","chr19"
"15737",479,"ATP12A","chr13"
"15738",4790,"NFKB1","chr4"
"15739",4791,"NFKB2","chr10"
"15740",4792,"NFKBIA","chr14"
"15741",4793,"NFKBIB","chr19"
"15742",4794,"NFKBIE","chr6"
"15743",4795,"NFKBIL1","chr6"
"15744",4796,"TONSL","chr8"
"15745",4798,"NFRKB","chr11"
"15746",4799,"NFX1","chr9"
"15747",48,"ACO1","chr9"
"15748",480,"ATP1A4","chr1"
"15749",4800,"NFYA","chr6"
"15750",4801,"NFYB","chr12"
"15751",4802,"NFYC","chr1"
"15752",4803,"NGF","chr1"
"15753",4804,"NGFR","chr17"
"15754",4807,"NHLH1","chr1"
"15755",4808,"NHLH2","chr1"
"15756",4809,"NHP2L1","chr22"
"15757",481,"ATP1B1","chr1"
"15758",4810,"NHS","chrX"
"15759",4811,"NID1","chr1"
"15760",4814,"NINJ1","chr9"
"15761",4815,"NINJ2","chr12"
"15762",4817,"NIT1","chr1"
"15763",4818,"NKG7","chr19"
"15764",482,"ATP1B2","chr17"
"15765",4820,"NKTR","chr3"
"15766",4821,"NKX2-2","chr20"
"15767",4824,"NKX3-1","chr8"
"15768",4825,"NKX6-1","chr4"
"15769",4826,"NNAT","chr20"
"15770",4828,"NMB","chr15"
"15771",4829,"NMBR","chr6"
"15772",483,"ATP1B3","chr3"
"15773",4830,"NME1","chr17"
"15774",4831,"NME2","chr17"
"15775",4832,"NME3","chr16"
"15776",4833,"NME4","chr16"
"15777",4835,"NQO2","chr6"
"15778",4836,"NMT1","chr17"
"15779",4837,"NNMT","chr11"
"15780",4838,"NODAL","chr10"
"15781",4839,"NOP2","chr12"
"15782",4841,"NONO","chrX"
"15783",4842,"NOS1","chr12"
"15784",4843,"NOS2","chr17"
"15785",4846,"NOS3","chr7"
"15786",4848,"CNOT2","chr12"
"15787",4849,"CNOT3","chr19"
"15788",4850,"CNOT4","chr7"
"15789",4851,"NOTCH1","chr9"
"15790",4852,"NPY","chr7"
"15791",4853,"NOTCH2","chr1"
"15792",4854,"NOTCH3","chr19"
"15793",4855,"NOTCH4","chr6"
"15794",4856,"NOV","chr8"
"15795",4857,"NOVA1","chr14"
"15796",4858,"NOVA2","chr19"
"15797",486,"FXYD2","chr11"
"15798",4860,"PNP","chr14"
"15799",4861,"NPAS1","chr19"
"15800",4862,"NPAS2","chr2"
"15801",4863,"NPAT","chr11"
"15802",4864,"NPC1","chr18"
"15803",4867,"NPHP1","chr2"
"15804",4868,"NPHS1","chr19"
"15805",4869,"NPM1","chr5"
"15806",487,"ATP2A1","chr16"
"15807",4878,"NPPA","chr1"
"15808",4879,"NPPB","chr1"
"15809",488,"ATP2A2","chr12"
"15810",4880,"NPPC","chr2"
"15811",4881,"NPR1","chr1"
"15812",4882,"NPR2","chr9"
"15813",4883,"NPR3","chr5"
"15814",4884,"NPTX1","chr17"
"15815",4885,"NPTX2","chr7"
"15816",4886,"NPY1R","chr4"
"15817",4887,"NPY2R","chr4"
"15818",4888,"NPY6R","chr5"
"15819",4889,"NPY5R","chr4"
"15820",489,"ATP2A3","chr17"
"15821",4891,"SLC11A2","chr12"
"15822",4892,"NRAP","chr10"
"15823",4893,"NRAS","chr1"
"15824",4897,"NRCAM","chr7"
"15825",4898,"NRD1","chr1"
"15826",4899,"NRF1","chr7"
"15827",49,"ACR","chr22"
"15828",490,"ATP2B1","chr12"
"15829",4900,"NRGN","chr11"
"15830",4901,"NRL","chr14"
"15831",4902,"NRTN","chr19"
"15832",4904,"YBX1","chr1"
"15833",4905,"NSF","chr17"
"15834",4907,"NT5E","chr6"
"15835",4908,"NTF3","chr12"
"15836",4909,"NTF4","chr19"
"15837",491,"ATP2B2","chr3"
"15838",4913,"NTHL1","chr16"
"15839",4914,"NTRK1","chr1"
"15840",4915,"NTRK2","chr9"
"15841",4916,"NTRK3","chr15"
"15842",4917,"NTN3","chr16"
"15843",4919,"ROR1","chr1"
"15844",492,"ATP2B3","chrX"
"15845",4920,"ROR2","chr9"
"15846",4921,"DDR2","chr1"
"15847",4922,"NTS","chr12"
"15848",4923,"NTSR1","chr20"
"15849",492303,"GEMIN8P4","chr1"
"15850",492307,"C8orf22","chr8"
"15851",492311,"IGIP","chr5"
"15852",4924,"NUCB1","chr19"
"15853",4925,"NUCB2","chr11"
"15854",4926,"NUMA1","chr11"
"15855",4927,"NUP88","chr17"
"15856",4928,"NUP98","chr11"
"15857",4929,"NR4A2","chr2"
"15858",493,"ATP2B4","chr1"
"15859",4931,"NVL","chr1"
"15860",4935,"GPR143","chrX"
"15861",493753,"COA5","chr2"
"15862",493754,"LOC493754","chr7"
"15863",4938,"OAS1","chr12"
"15864",493812,"HCG11","chr6"
"15865",493829,"TRIM72","chr16"
"15866",493856,"CISD2","chr4"
"15867",493860,"CCDC73","chr11"
"15868",493861,"EID3","chr12"
"15869",493869,"GPX8","chr5"
"15870",4939,"OAS2","chr12"
"15871",493901,"RNASE12","chr14"
"15872",493911,"PHOSPHO2","chr2"
"15873",4940,"OAS3","chr12"
"15874",494115,"RBMXL1","chr1"
"15875",494118,"SPANXN1","chrX"
"15876",494119,"SPANXN2","chrX"
"15877",494127,"LOC494127","chr9"
"15878",494141,"LOC494141","chr11"
"15879",494143,"CHAC2","chr2"
"15880",494188,"FBXO47","chr17"
"15881",494197,"SPANXN5","chrX"
"15882",4942,"OAT","chr10"
"15883",4943,"TBC1D25","chrX"
"15884",494323,"MIR361","chrX"
"15885",494324,"MIR375","chr2"
"15886",494325,"MIR376A1","chr14"
"15887",494326,"MIR377","chr14"
"15888",494327,"MIR378A","chr5"
"15889",494328,"MIR379","chr14"
"15890",494329,"MIR380","chr14"
"15891",494330,"MIR381","chr14"
"15892",494331,"MIR382","chr14"
"15893",494332,"MIR383","chr8"
"15894",494333,"MIR384","chrX"
"15895",494334,"MIR422A","chr15"
"15896",494335,"MIR423","chr17"
"15897",494336,"MIR424","chrX"
"15898",494337,"MIR425","chr3"
"15899",494470,"RNF165","chr18"
"15900",494513,"DFNB59","chr2"
"15901",494514,"C18orf56","chr18"
"15902",494551,"WEE2","chr7"
"15903",494558,"LOC494558","chr9"
"15904",4948,"OCA2","chr15"
"15905",495,"ATP4A","chr19"
"15906",4951,"OCM2","chr7"
"15907",4952,"OCRL","chrX"
"15908",4953,"ODC1","chr2"
"15909",4956,"ODF1","chr8"
"15910",4957,"ODF2","chr9"
"15911",4958,"OMD","chr9"
"15912",496,"ATP4B","chr13"
"15913",4967,"OGDH","chr7"
"15914",4968,"OGG1","chr3"
"15915",4969,"OGN","chr9"
"15916",497048,"KU-MEL-3","chr6"
"15917",497049,"FLJ25758","chr19"
"15918",497189,"TIFAB","chr5"
"15919",497190,"CLEC18B","chr16"
"15920",497258,"BDNF-AS1","chr11"
"15921",497259,"C18orf61","chr18"
"15922",4973,"OLR1","chr12"
"15923",4974,"OMG","chr17"
"15924",4975,"OMP","chr11"
"15925",4976,"OPA1","chr3"
"15926",497634,"LINC00293","chr8"
"15927",497661,"C18orf32","chr18"
"15928",4978,"OPCML","chr11"
"15929",498,"ATP5A1","chr18"
"15930",4982,"TNFRSF11B","chr8"
"15931",4983,"OPHN1","chrX"
"15932",4985,"OPRD1","chr1"
"15933",49854,"ZNF295","chr21"
"15934",49855,"SCAPER","chr15"
"15935",49856,"WRAP73","chr1"
"15936",4986,"OPRK1","chr8"
"15937",49860,"CRNN","chr1"
"15938",49861,"CLDN20","chr6"
"15939",4987,"OPRL1","chr20"
"15940",4988,"OPRM1","chr6"
"15941",4990,"SIX6","chr14"
"15942",4991,"OR1D2","chr17"
"15943",4992,"OR1F1","chr16"
"15944",4993,"OR2C1","chr16"
"15945",4994,"OR3A1","chr17"
"15946",4995,"OR3A2","chr17"
"15947",4998,"ORC1","chr1"
"15948",4999,"ORC2","chr2"
"15949",50,"ACO2","chr22"
"15950",5000,"ORC4","chr2"
"15951",5001,"ORC5","chr7"
"15952",5002,"SLC22A18","chr11"
"15953",5003,"SLC22A18AS","chr11"
"15954",5004,"ORM1","chr9"
"15955",5005,"ORM2","chr9"
"15956",5007,"OSBP","chr11"
"15957",5008,"OSM","chr22"
"15958",5009,"OTC","chrX"
"15959",501,"ALDH7A1","chr5"
"15960",5010,"CLDN11","chr3"
"15961",5013,"OTX1","chr2"
"15962",5015,"OTX2","chr14"
"15963",5016,"OVGP1","chr1"
"15964",5017,"OVOL1","chr11"
"15965",5018,"OXA1L","chr14"
"15966",5019,"OXCT1","chr5"
"15967",5020,"OXT","chr20"
"15968",5021,"OXTR","chr3"
"15969",5023,"P2RX1","chr17"
"15970",5024,"P2RX3","chr11"
"15971",5025,"P2RX4","chr12"
"15972",5026,"P2RX5","chr17"
"15973",5027,"P2RX7","chr12"
"15974",5028,"P2RY1","chr3"
"15975",5029,"P2RY2","chr11"
"15976",5030,"P2RY4","chrX"
"15977",5031,"P2RY6","chr11"
"15978",5032,"P2RY11","chr19"
"15979",5033,"P4HA1","chr10"
"15980",5034,"P4HB","chr17"
"15981",503497,"MS4A13","chr11"
"15982",503519,"LOC503519","chr15"
"15983",503538,"A1BG-AS1","chr19"
"15984",503542,"SPRN","chr10"
"15985",503569,"FLJ35946","chr5"
"15986",503582,"ARGFX","chr3"
"15987",5036,"PA2G4","chr12"
"15988",503614,"DEFB107B","chr8"
"15989",503618,"DEFB104B","chr8"
"15990",503640,"ARGFXP2","chr17"
"15991",503645,"DPRXP4","chr17"
"15992",503693,"LOH12CR2","chr12"
"15993",5037,"PEBP1","chr12"
"15994",503834,"DPRX","chr19"
"15995",503835,"DUXA","chr19"
"15996",503841,"DEFB106B","chr8"
"15997",504180,"DEFB105B","chr8"
"15998",504189,"OR8U8","chr11"
"15999",504190,"OR8U9","chr11"
"16000",504191,"OR9G9","chr11"
"16001",5042,"PABPC3","chr13"
"16002",5045,"FURIN","chr15"
"16003",5046,"PCSK6","chr15"
"16004",5047,"PAEP","chr9"
"16005",5048,"PAFAH1B1","chr17"
"16006",50484,"RRM2B","chr8"
"16007",50485,"SMARCAL1","chr2"
"16008",50486,"G0S2","chr1"
"16009",50487,"PLA2G3","chr22"
"16010",50488,"MINK1","chr17"
"16011",50489,"CD207","chr2"
"16012",5049,"PAFAH1B2","chr11"
"16013",5050,"PAFAH1B3","chr19"
"16014",50506,"DUOX2","chr15"
"16015",50507,"NOX4","chr11"
"16016",50508,"NOX3","chr6"
"16017",50509,"COL5A3","chr19"
"16018",5051,"PAFAH2","chr1"
"16019",50511,"SYCP3","chr12"
"16020",50512,"PODXL2","chr3"
"16021",50514,"DEC1","chr9"
"16022",50515,"CHST11","chr12"
"16023",5052,"PRDX1","chr1"
"16024",5053,"PAH","chr12"
"16025",5054,"SERPINE1","chr7"
"16026",5055,"SERPINB2","chr18"
"16027",5058,"PAK1","chr11"
"16028",506,"ATP5B","chr12"
"16029",50604,"IL20","chr1"
"16030",50613,"UBQLN3","chr11"
"16031",50614,"GALNT9","chr12"
"16032",50615,"IL21R","chr16"
"16033",50616,"IL22","chr12"
"16034",50617,"ATP6V0A4","chr7"
"16035",50618,"ITSN2","chr2"
"16036",50619,"DEF6","chr6"
"16037",5062,"PAK2","chr3"
"16038",50624,"CUZD1","chr10"
"16039",50626,"CYHR1","chr8"
"16040",50628,"GEMIN4","chr17"
"16041",5063,"PAK3","chrX"
"16042",50632,"CALY","chr10"
"16043",50636,"ANO7","chr2"
"16044",5064,"PALM","chr19"
"16045",50640,"PNPLA8","chr7"
"16046",50649,"ARHGEF4","chr2"
"16047",50650,"ARHGEF3","chr3"
"16048",50651,"SLC45A1","chr1"
"16049",50652,"PCA3","chr9"
"16050",5066,"PAM","chr5"
"16051",5067,"CNTN3","chr3"
"16052",50674,"NEUROG3","chr10"
"16053",5068,"REG3A","chr2"
"16054",5069,"PAPPA","chr9"
"16055",50700,"RDH8","chr19"
"16056",5071,"PARK2","chr6"
"16057",50717,"DCAF8","chr1"
"16058",5073,"PARN","chr16"
"16059",5074,"PAWR","chr12"
"16060",5075,"PAX1","chr20"
"16061",5076,"PAX2","chr10"
"16062",5077,"PAX3","chr2"
"16063",5078,"PAX4","chr7"
"16064",5079,"PAX5","chr9"
"16065",5080,"PAX6","chr11"
"16066",50801,"KCNK4","chr11"
"16067",50804,"MYEF2","chr15"
"16068",50805,"IRX4","chr5"
"16069",50807,"ASAP1","chr8"
"16070",50808,"AK3","chr9"
"16071",50809,"HP1BP3","chr1"
"16072",5081,"PAX7","chr1"
"16073",50810,"HDGFRP3","chr15"
"16074",50813,"COPS7A","chr12"
"16075",50814,"NSDHL","chrX"
"16076",5082,"PDCL","chr9"
"16077",5083,"PAX9","chr14"
"16078",50831,"TAS2R3","chr7"
"16079",50832,"TAS2R4","chr7"
"16080",50833,"TAS2R16","chr7"
"16081",50834,"TAS2R1","chr5"
"16082",50835,"TAS2R9","chr12"
"16083",50836,"TAS2R8","chr12"
"16084",50837,"TAS2R7","chr12"
"16085",50838,"TAS2R13","chr12"
"16086",50839,"TAS2R10","chr12"
"16087",50840,"TAS2R14","chr12"
"16088",50846,"DHH","chr12"
"16089",50848,"F11R","chr1"
"16090",50852,"TRAT1","chr3"
"16091",50853,"VILL","chr3"
"16092",50854,"C6orf48","chr6"
"16093",50855,"PARD6A","chr16"
"16094",50856,"CLEC4A","chr12"
"16095",50858,"TTTY1","chrY"
"16096",50859,"SPOCK3","chr4"
"16097",50861,"STMN3","chr20"
"16098",50862,"RNF141","chr11"
"16099",50863,"NTM","chr11"
"16100",50865,"HEBP1","chr12"
"16101",5087,"PBX1","chr1"
"16102",5089,"PBX2","chr6"
"16103",509,"ATP5C1","chr10"
"16104",5090,"PBX3","chr9"
"16105",5091,"PC","chr11"
"16106",5092,"PCBD1","chr10"
"16107",5093,"PCBP1","chr2"
"16108",50937,"CDON","chr11"
"16109",50939,"IMPG2","chr3"
"16110",5094,"PCBP2","chr12"
"16111",50940,"PDE11A","chr2"
"16112",50943,"FOXP3","chrX"
"16113",50944,"SHANK1","chr19"
"16114",50945,"TBX22","chrX"
"16115",5095,"PCCA","chr13"
"16116",5096,"PCCB","chr3"
"16117",50964,"SOST","chr17"
"16118",5097,"PCDH1","chr5"
"16119",5098,"PCDHGC3","chr5"
"16120",5099,"PCDH7","chr4"
"16121",50999,"TMED5","chr1"
"16122",51,"ACOX1","chr17"
"16123",5100,"PCDH8","chr13"
"16124",51000,"SLC35B3","chr6"
"16125",51001,"MTERFD1","chr8"
"16126",51002,"TPRKB","chr2"
"16127",51003,"MED31","chr17"
"16128",51004,"COQ6","chr14"
"16129",51005,"AMDHD2","chr16"
"16130",51006,"SLC35C2","chr20"
"16131",51008,"ASCC1","chr10"
"16132",51009,"DERL2","chr17"
"16133",5101,"PCDH9","chr13"
"16134",51010,"EXOSC3","chr9"
"16135",51011,"FAHD2A","chr2"
"16136",51012,"SLMO2","chr20"
"16137",51013,"EXOSC1","chr10"
"16138",51014,"TMED7","chr5"
"16139",51015,"ISOC1","chr5"
"16140",51016,"FAM158A","chr14"
"16141",51018,"RRP15","chr1"
"16142",51019,"CCDC53","chr12"
"16143",51020,"HDDC2","chr6"
"16144",51021,"MRPS16","chr10"
"16145",51022,"GLRX2","chr1"
"16146",51023,"MRPS18C","chr4"
"16147",51024,"FIS1","chr7"
"16148",51025,"PAM16","chr16"
"16149",51026,"GOLT1B","chr12"
"16150",51027,"BOLA1","chr1"
"16151",51028,"VPS36","chr13"
"16152",51029,"PPPDE1","chr1"
"16153",51030,"FAM18B1","chr17"
"16154",51031,"GLOD4","chr17"
"16155",51032,"CELA2B","chr1"
"16156",51035,"UBXN1","chr11"
"16157",5104,"SERPINA5","chr14"
"16158",51042,"ZNF593","chr1"
"16159",51043,"ZBTB7B","chr1"
"16160",51046,"ST8SIA3","chr18"
"16161",5105,"PCK1","chr20"
"16162",51050,"PI15","chr8"
"16163",51052,"PRLH","chr2"
"16164",51053,"GMNN","chr6"
"16165",51054,"PLEKHA8P1","chr12"
"16166",51056,"LAP3","chr4"
"16167",51057,"WDPCP","chr2"
"16168",51058,"ZNF691","chr1"
"16169",51059,"FAM135B","chr8"
"16170",5106,"PCK2","chr14"
"16171",51060,"TXNDC12","chr1"
"16172",51061,"TXNDC11","chr16"
"16173",51062,"ATL1","chr14"
"16174",51063,"CALHM2","chr10"
"16175",51065,"RPS27L","chr15"
"16176",51066,"C3orf32","chr3"
"16177",51067,"YARS2","chr12"
"16178",51068,"NMD3","chr3"
"16179",51069,"MRPL2","chr6"
"16180",51070,"NOSIP","chr19"
"16181",51071,"DERA","chr12"
"16182",51072,"MEMO1","chr2"
"16183",51073,"MRPL4","chr19"
"16184",51074,"APIP","chr11"
"16185",51075,"TMX2","chr11"
"16186",51076,"CUTC","chr10"
"16187",51077,"FCF1","chr14"
"16188",51078,"THAP4","chr2"
"16189",51079,"NDUFA13","chr19"
"16190",5108,"PCM1","chr8"
"16191",51081,"MRPS7","chr17"
"16192",51082,"POLR1D","chr13"
"16193",51083,"GAL","chr11"
"16194",51084,"CRYL1","chr13"
"16195",51085,"MLXIPL","chr7"
"16196",51086,"TNNI3K","chr1"
"16197",51087,"YBX2","chr17"
"16198",51088,"KLHL5","chr4"
"16199",51090,"PLLP","chr16"
"16200",51091,"SEPSECS","chr4"
"16201",51092,"SIDT2","chr11"
"16202",51093,"RRNAD1","chr1"
"16203",51094,"ADIPOR1","chr1"
"16204",51095,"TRNT1","chr3"
"16205",51096,"UTP18","chr17"
"16206",51097,"SCCPDH","chr1"
"16207",51098,"IFT52","chr20"
"16208",51099,"ABHD5","chr3"
"16209",5110,"PCMT1","chr6"
"16210",51100,"SH3GLB1","chr1"
"16211",51101,"ZC2HC1A","chr8"
"16212",51102,"MECR","chr1"
"16213",51103,"NDUFAF1","chr15"
"16214",51104,"FAM108B1","chr9"
"16215",51105,"PHF20L1","chr8"
"16216",51106,"TFB1M","chr6"
"16217",51107,"APH1A","chr1"
"16218",51108,"METTL9","chr16"
"16219",51109,"RDH11","chr14"
"16220",5111,"PCNA","chr20"
"16221",51110,"LACTB2","chr8"
"16222",51111,"SUV420H1","chr11"
"16223",51112,"TRAPPC12","chr2"
"16224",51114,"ZDHHC9","chrX"
"16225",51115,"FAM82B","chr8"
"16226",51116,"MRPS2","chr9"
"16227",51117,"COQ4","chr9"
"16228",51118,"UTP11L","chr1"
"16229",51119,"SBDS","chr7"
"16230",51121,"RPL26L1","chr5"
"16231",51122,"COMMD2","chr3"
"16232",51123,"ZNF706","chr8"
"16233",51124,"IER3IP1","chr18"
"16234",51125,"GOLGA7","chr8"
"16235",51126,"NAA20","chr20"
"16236",51127,"TRIM17","chr1"
"16237",51128,"SAR1B","chr5"
"16238",51129,"ANGPTL4","chr19"
"16239",51130,"ASB3","chr2"
"16240",51131,"PHF11","chr13"
"16241",51132,"RLIM","chrX"
"16242",51133,"KCTD3","chr1"
"16243",51134,"CCDC41","chr12"
"16244",51135,"IRAK4","chr12"
"16245",51136,"RNFT1","chr17"
"16246",51138,"COPS4","chr4"
"16247",51141,"INSIG2","chr2"
"16248",51142,"CHCHD2","chr7"
"16249",51143,"DYNC1LI1","chr3"
"16250",51144,"HSD17B12","chr11"
"16251",51145,"LOC51145","chr9"
"16252",51146,"A4GNT","chr3"
"16253",51147,"ING4","chr12"
"16254",51148,"CERCAM","chr9"
"16255",51149,"C5orf45","chr5"
"16256",51150,"SDF4","chr1"
"16257",51151,"SLC45A2","chr5"
"16258",51154,"MRTO4","chr1"
"16259",51155,"HN1","chr17"
"16260",51156,"SERPINA10","chr14"
"16261",51157,"ZNF580","chr19"
"16262",5116,"PCNT","chr21"
"16263",51160,"VPS28","chr8"
"16264",51161,"C3orf18","chr3"
"16265",51162,"EGFL7","chr9"
"16266",51163,"DBR1","chr3"
"16267",51164,"DCTN4","chr5"
"16268",51166,"AADAT","chr4"
"16269",51167,"CYB5R4","chr6"
"16270",51168,"MYO15A","chr17"
"16271",51170,"HSD17B11","chr4"
"16272",51171,"HSD17B14","chr19"
"16273",51172,"NAGPA","chr16"
"16274",51174,"TUBD1","chr17"
"16275",51175,"TUBE1","chr6"
"16276",51176,"LEF1","chr4"
"16277",51177,"PLEKHO1","chr1"
"16278",51179,"HAO2","chr1"
"16279",5118,"PCOLCE","chr7"
"16280",51181,"DCXR","chr17"
"16281",51182,"HSPA14","chr10"
"16282",51184,"GPN3","chr12"
"16283",51185,"CRBN","chr3"
"16284",51186,"WBP5","chrX"
"16285",51187,"RSL24D1","chr15"
"16286",51188,"SS18L2","chr3"
"16287",5119,"CHMP1A","chr16"
"16288",51191,"HERC5","chr4"
"16289",51192,"CKLF","chr16"
"16290",51193,"ZNF639","chr3"
"16291",51194,"IPO11","chr5"
"16292",51195,"RAPGEFL1","chr17"
"16293",51196,"PLCE1","chr10"
"16294",51198,"C9orf53","chr9"
"16295",51199,"NIN","chr14"
"16296",51200,"CPA4","chr7"
"16297",51201,"ZDHHC2","chr8"
"16298",51202,"DDX47","chr12"
"16299",51203,"NUSAP1","chr15"
"16300",51204,"TACO1","chr17"
"16301",51205,"ACP6","chr1"
"16302",51206,"GP6","chr19"
"16303",51207,"DUSP13","chr10"
"16304",51208,"CLDN18","chr3"
"16305",51209,"RAB9B","chrX"
"16306",5121,"PCP4","chr21"
"16307",51213,"LUZP4","chrX"
"16308",51214,"IGF2-AS1","chr11"
"16309",51218,"GLRX5","chr14"
"16310",5122,"PCSK1","chr5"
"16311",51222,"ZNF219","chr14"
"16312",51224,"TCEB3B","chr18"
"16313",51225,"ABI3","chr17"
"16314",51226,"COPZ2","chr17"
"16315",51227,"PIGP","chr21"
"16316",51228,"GLTP","chr12"
"16317",51230,"PHF20","chr20"
"16318",51231,"VRK3","chr19"
"16319",51232,"CRIM1","chr2"
"16320",51233,"C22orf43","chr22"
"16321",51234,"TMEM85","chr15"
"16322",51236,"FAM203A","chr8"
"16323",51237,"MZB1","chr5"
"16324",51239,"ANKRD39","chr2"
"16325",51241,"COX16","chr14"
"16326",51244,"C3orf19","chr3"
"16327",51246,"SHISA5","chr3"
"16328",51247,"PAIP2","chr5"
"16329",51248,"PDZD11","chrX"
"16330",51249,"TMEM69","chr1"
"16331",5125,"PCSK5","chr9"
"16332",51250,"C6orf203","chr6"
"16333",51251,"NT5C3","chr7"
"16334",51252,"FAM178B","chr2"
"16335",51253,"MRPL37","chr1"
"16336",51255,"RNF181","chr2"
"16337",51256,"TBC1D7","chr6"
"16338",51257,"MARCH2","chr19"
"16339",51258,"MRPL51","chr12"
"16340",51259,"TMEM216","chr11"
"16341",5126,"PCSK2","chr20"
"16342",51260,"CXorf26","chrX"
"16343",51263,"MRPL30","chr2"
"16344",51264,"MRPL27","chr17"
"16345",51265,"CDKL3","chr5"
